,L1,L2
2019-11-21,2.4257149146614298e-05,0.00022303939898436046
2019-11-22,2.426243565126847e-05,0.00022303997343078174
2019-11-23,2.426243565126847e-05,0.00022303997343078174
2019-11-24,2.4263977814915254e-05,0.0002229360891770982
2019-11-25,2.4506879710413983e-05,0.00022311501395177606
2019-11-26,2.4506879710413983e-05,0.00022311501395177606
2019-11-27,1.4298863101059201e-05,0.000144140532930618
2019-11-28,1.4175360075642431e-05,0.00014358293817339342
2019-11-29,1.4647618709178519e-05,0.0001419063732967817
2019-11-30,1.4647618709178519e-05,0.0001419063732967817
2019-12-01,1.4423990814195183e-05,0.00014166561423942955
2019-12-02,1.4252089515553578e-05,0.00014148598994238968
2019-12-03,1.4245713445023515e-05,0.0001414688446207124
2019-12-04,1.4245713445023515e-05,0.0001414688446207124
2019-12-05,1.306285708460456e-05,0.00013919850510196114
2019-12-06,1.2992187925191332e-05,0.00013915351061972645
2019-12-07,1.3725093746223913e-05,0.00014075241077264077
2019-12-08,2.3492081466391316e-05,0.00020535283894746465
2019-12-09,2.3492081466391316e-05,0.00020535283894746465
2019-12-10,2.3492081466391316e-05,0.00020535283894746465
2019-12-11,1.5736471794868066e-05,0.0001664962337293279
2019-12-12,1.5149517032504809e-05,0.00015988873741086117
2019-12-13,1.858343805395896e-05,0.00017264599094986852
2019-12-14,3.300035967607217e-05,0.0002731717984777547
2019-12-15,3.299673030316384e-05,0.00027317122087390007
2019-12-16,3.299673030316384e-05,0.00027317122087390007
2019-12-17,3.632819252862539e-05,0.00028565472234642935
2019-12-18,3.872840160089753e-05,0.00029285423991639014
2019-12-19,3.8414649732244205e-05,0.00029265413622043987
2019-12-20,3.818927297451202e-05,0.0002919277688744157
2019-12-21,3.840016875270025e-05,0.0002920136676912196
2019-12-22,3.840016875270025e-05,0.0002920136676912196
2019-12-23,3.89224398571553e-05,0.00029170713180805974
2019-12-24,4.479118038778866e-05,0.0003158581912453775
2019-12-25,4.479118038778866e-05,0.0003158581912453775
2019-12-26,4.5389990178406345e-05,0.0003163468257619021
2019-12-27,4.307443279204107e-05,0.00031060192454197735
2019-12-28,3.851222891028275e-05,0.0002814324853959241
2019-12-29,3.0515218083808446e-05,0.0002353612701716671
2019-12-30,2.6369354553772237e-05,0.00022308568651705315
2019-12-31,2.5772444947189197e-05,0.00022134981202042749
2020-01-01,1.7351540123234418e-05,0.0001750204391126807
2020-01-02,1.7351540123234418e-05,0.0001750204391126807
2020-01-03,9.818533584849461e-06,9.720481161150951e-05
2020-01-04,1.2442789723168899e-05,0.00011100599085821187
2020-01-05,1.2373269576498262e-05,0.00011095093468013498
2020-01-06,1.178483224059776e-05,0.00010959679506432092
2020-01-07,1.4917062915427133e-05,0.00012532794918172603
2020-01-08,3.031501878231744e-05,0.0002570868032838276
2020-01-09,3.115584927831862e-05,0.0002580845486479131
2020-01-10,2.9123121777579163e-05,0.00025393366464645855
2020-01-11,3.570140062404432e-05,0.0002768581155100335
2020-01-12,3.543525049312397e-05,0.0002764420682580757
2020-01-13,5.232879477301902e-05,0.0003549200900055191
2020-01-14,5.232879477301902e-05,0.0003549200900055191
2020-01-15,5.3630645669853344e-05,0.0003563462345424661
2020-01-16,5.661943740548764e-05,0.00036114726268951134
2020-01-17,5.661943740548764e-05,0.00036114726268951134
2020-01-18,5.556776062110719e-05,0.00035969755304918877
2020-01-19,5.3436897675607914e-05,0.0003569071102959387
2020-01-20,4.854846925654837e-05,0.0003494997953666034
2020-01-21,4.664815592110051e-05,0.0003469923565898598
2020-01-22,4.5954911093535646e-05,0.00034659694608108583
2020-01-23,4.5954911093535646e-05,0.00034659694608108583
2020-01-24,5.3139602198780216e-05,0.00036367024938855654
2020-01-25,5.617644998043552e-05,0.00036829139859383147
2020-01-26,5.617644998043552e-05,0.00036829139859383147
2020-01-27,5.2952977307998625e-05,0.00037452982999768995
2020-01-28,4.934567303688329e-05,0.0003500648159197202
2020-01-29,4.408904984687205e-05,0.000329963157313514
2020-01-30,4.408904984687205e-05,0.000329963157313514
2020-01-31,4.519454858203063e-05,0.0003313282392980388
2020-02-01,2.5958312086740536e-05,0.00020496031327802417
2020-02-02,2.495941683138686e-05,0.00020277291558293547
2020-02-03,2.2374712354291358e-05,0.00019475187286726426
2020-02-04,3.9128972929669374e-05,0.0002922563485252778
2020-02-05,2.682077477543423e-05,0.00021220100231452406
2020-02-06,2.615092214246391e-05,0.0002115864394353782
2020-02-07,2.8434257338729244e-05,0.00021695393266410755
2020-02-08,2.615092214246391e-05,0.0002115864394353782
2020-02-09,2.9466089674435973e-05,0.0002187919375236894
2020-02-10,3.004391687643393e-05,0.00021965541807153838
2020-02-11,3.261777307590253e-05,0.00022721725503722603
2020-02-12,3.2592908538806595e-05,0.0002270269676370749
2020-02-13,2.955304442119164e-05,0.00021910697586789617
